Date,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
9/19/1986,138.13,138.49,137.02,138.46
9/22/1986,138.52,140.29,138.35,140.12
9/23/1986,140.12,141.06,139.05,139.57
9/24/1986,139.57,140.07,138.66,139.24
9/25/1986,137.62,137.62,137.62,137.62
9/26/1986,137.62,138.12,136.49,137.59
9/29/1986,137.59,137.59,134.82,135.54
9/30/1986,135.54,137.84,135.54,137.49
10/1/1986,137.52,139.01,137.52,138.26
10/2/1986,138.26,138.43,137.4,138.22
10/3/1986,138.22,139.37,137.66,138.55
10/6/1986,138.65,139.19,138.39,139.12
10/7/1986,139.12,139.24,137.91,138.26
10/8/1986,138.26,139.33,137.54,139.26
10/9/1986,139.24,140.15,139.03,139.16
10/10/1986,139.16,140.21,138.76,139.87
10/13/1986,139.87,140.71,139.62,140.68
10/14/1986,140.68,141.6,140.66,140.96
10/15/1986,140.96,142.22,140.76,142.1
10/16/1986,142.1,142.48,141.76,141.9
10/17/1986,141.88,142.1,140.9,141.2
10/20/1986,141.2,141.23,139.49,140.1
10/21/1986,140.1,140.47,139.38,139.93
10/22/1986,139.93,140.59,139.9,140.3
10/23/1986,140.3,142.4,140.23,142.15
10/24/1986,142.15,142.75,141.65,141.96
10/27/1986,141.96,142.26,141.26,141.76
10/28/1986,141.76,142.9,141.68,142.49
10/29/1986,142.49,143.28,142.12,143.13
10/30/1986,143.13,145.18,143.13,144.78
10/31/1986,144.78,145.18,143.79,144.48
11/3/1986,144.48,144.97,144.12,144.81
11/4/1986,144.81,146.05,144.54,145.96
11/5/1986,145.96,146.68,145.51,146.18
11/6/1986,146.18,146.23,144.64,145.41
11/7/1986,145.41,145.41,144.4,144.91
11/10/1986,144.91,145.05,143.7,144.29
11/11/1986,144.29,145.45,144.29,145.35
11/12/1986,145.35,145.91,145.02,145.58
11/13/1986,145.58,145.68,143.4,143.41
11/14/1986,143.41,143.78,142.86,143.51
11/17/1986,143.51,144.02,142.14,143.2
11/18/1986,143.2,143.68,140.62,140.66
11/19/1986,140.66,140.66,138.96,139.54
11/20/1986,139.54,141.43,139.54,141.31
11/21/1986,141.31,143.05,141.31,142.9
11/24/1986,142.9,144.63,142.77,144.49
11/25/1986,144.49,145.77,144.35,145.77
11/26/1986,145.77,146.95,145.59,146.87
11/28/1986,146.87,147.96,146.87,147.94
12/1/1986,147.94,147.94,145.63,146.85
12/2/1986,146.85,148.99,146.85,148.87
12/3/1986,148.87,150.71,148.87,150.08
12/4/1986,150.09,150.85,149.84,149.98
12/5/1986,149.98,150.38,148.7,149.04
12/8/1986,149.04,149.04,146.85,147.85
12/9/1986,147.85,147.85,146.82,146.87
12/10/1986,146.87,147.32,146.4,146.96
12/11/1986,146.96,147.4,145.63,146.08
12/12/1986,146.07,146.07,144.75,144.98
12/15/1986,144.98,144.98,142.85,144.07
12/16/1986,144.07,144.6,143.61,144.49
12/17/1986,144.49,144.49,142.91,143.04
12/18/1986,143.04,143.49,142.54,142.85
12/19/1986,142.85,144.07,142.82,143.77
12/22/1986,143.77,144.39,143.24,144.09
12/23/1986,144.09,144.24,142.4,142.8
12/24/1986,142.8,143.16,142.32,142.79
12/26/1986,142.79,143.08,142.5,142.93
12/29/1986,142.93,143.04,141.38,141.51
12/30/1986,141.51,141.79,140.95,141.52
12/31/1986,141.52,142.12,141.04,141.4
1/2/1987,141.4,143.01,141.4,142.86
1/5/1987,142.86,147.64,142.86,147.4
1/6/1987,147.4,149.08,147.4,149.06
1/7/1987,149.06,153.09,149.06,152.98
1/8/1987,152.98,155.7,152.98,155.69
1/9/1987,155.69,157.38,155.11,156.99
1/12/1987,156.99,159.43,156.6,159.3
1/13/1987,159.3,159.85,158.38,159.62
1/14/1987,159.62,162.67,159.62,162.66
1/15/1987,162.66,165.05,162.66,164.15
1/16/1987,164.15,164.17,161.63,162.51
1/19/1987,162.51,166.46,161.71,166.46
1/20/1987,166.46,168.35,166.02,166.52
1/21/1987,166.52,166.52,164.14,164.26
1/22/1987,164.26,168.01,163.45,167.95
1/23/1987,167.95,170.27,166.62,166.76
1/26/1987,166.76,166.76,163.88,164.14
1/27/1987,164.14,167.32,164.07,166.65
1/28/1987,166.65,167.77,165.99,167.62
1/29/1987,167.62,168.88,165.11,165.74
1/30/1987,165.71,166.77,164.34,166.68
2/2/1987,166.71,170.32,166.58,170.3
2/3/1987,170.3,171.73,170.3,171.55
2/4/1987,171.55,173.68,170.68,173.5
2/5/1987,173.5,175.43,173.46,174.63
2/6/1987,174.34,175.49,174.34,174.63
2/9/1987,173.23,174.63,173.23,173.62
2/10/1987,173.62,173.74,171.24,172.32
2/11/1987,172.32,176.12,172.32,175.98
2/12/1987,175.99,177.05,175.76,176.26
2/13/1987,176.26,179.3,175.76,179.07
2/17/1987,179.07,183.68,179.07,183.65
2/18/1987,183.65,184.73,180.41,181.21
2/19/1987,181.21,181.38,178.9,179.87
2/20/1987,179.87,179.9,178,178.68
2/23/1987,178.68,178.74,175.18,177.71
2/24/1987,177.71,179.29,176.99,178.94
2/25/1987,178.94,181.05,178.92,180.97
2/26/1987,180.97,183.36,180.6,182.18
2/27/1987,182.18,182.91,181.58,182.75
3/2/1987,182.75,183.38,180.99,181.07
3/3/1987,181.07,181.66,179.87,180.57
3/4/1987,180.57,183.55,180.56,183.27
3/5/1987,183.27,185.74,183.27,184.67
3/6/1987,184.67,184.8,183.4,184.29
3/9/1987,184.29,184.29,181.29,182.48
3/10/1987,182.48,184.76,182.31,184.46
3/11/1987,184.46,186.43,184.46,185.31
3/12/1987,185.31,185.33,184.12,184.77
3/13/1987,184.77,185.45,182.9,183.16
3/16/1987,183.16,183.16,181.42,182.73
3/17/1987,182.73,185.9,182.73,185.9
3/18/1987,185.9,187.98,185.13,186.04
3/19/1987,186.04,188.1,185.87,187.96
3/20/1987,187.96,190.43,187.96,189.82
3/23/1987,189.82,190.37,188.55,189.4
3/24/1987,189.4,190.33,188.49,190.18
3/25/1987,190.18,190.52,188.9,190.2
3/26/1987,190.2,191.37,190.2,190.71
3/27/1987,190.71,191.74,188.88,189.05
3/30/1987,189.05,189.05,183.27,183.84
3/31/1987,183.84,186.26,183.8,186.04
4/1/1987,186.04,186.1,182.57,186.07
4/2/1987,186.07,188.04,186.07,187.66
4/3/1987,179.82,191.43,179.82,191.36
4/6/1987,191.36,192.46,189.66,190.91
4/7/1987,190.91,190.96,187.43,187.43
4/8/1987,187.43,189.97,187.43,189.28
4/9/1987,189.28,189.51,187.18,188.73
4/10/1987,188.73,189.04,187.74,188.29
4/13/1987,188.29,188.29,183.9,183.95
4/14/1987,183.95,183.95,179.02,179.73
4/15/1987,179.73,182.46,179.73,182.46
4/16/1987,182.46,185.07,182.46,183.74
4/20/1987,183.74,184.38,181.68,182.12
4/21/1987,182.12,184.76,180.18,184.63
4/22/1987,184.63,185.68,183.96,183.96
4/23/1987,183.96,185.07,182.96,183.77
4/24/1987,183.77,183.77,180.27,180.38
4/27/1987,180.38,180.38,177.51,179.55
4/28/1987,179.55,182.05,179.55,181.26
4/29/1987,181.26,183.72,181.26,182.22
4/30/1987,182.22,185.88,182.22,184.83
5/1/1987,184.83,186.17,184.29,185.83
5/4/1987,185.83,186.74,185.01,186.45
5/5/1987,186.45,189.99,186.45,189.74
5/6/1987,189.74,190.51,188.68,189.29
5/7/1987,189.29,190.59,189.29,190.01
5/8/1987,190.01,191.42,189.52,190.36
5/11/1987,190.36,191.7,189.24,189.24
5/12/1987,189.24,189.35,187.46,188.98
5/13/1987,188.98,190.46,188.98,190.29
5/14/1987,190.29,191.16,190.21,190.74
5/15/1987,190.74,190.74,187.91,187.91
5/18/1987,187.91,188.12,183.33,185.46
5/19/1987,185.46,185.93,181,181.46
5/20/1987,181.46,182.72,179.74,181.7
5/21/1987,181.7,183.57,181.7,182.66
5/22/1987,182.66,183.54,181.27,181.64
5/26/1987,181.64,185.19,181.64,185.17
5/27/1987,185.17,186.51,185.07,185.96
5/28/1987,185.96,188.21,185.85,188.11
5/29/1987,188.11,189.83,188.11,188.77
6/1/1987,188.77,189.15,185.54,185.86
6/2/1987,185.86,186.18,184.44,184.5
6/3/1987,184.5,186.4,184.5,185.76
6/4/1987,185.76,186.47,185.21,186.26
6/5/1987,186.26,186.86,185.49,185.68
6/8/1987,185.68,187.65,185.01,187.54
6/9/1987,187.54,189.62,187.54,189.48
6/10/1987,189.48,191.84,189.35,190.02
6/11/1987,190.02,190.73,188.85,189.66
6/12/1987,189.66,191.26,189.66,190.36
6/15/1987,190.36,191.05,189.28,189.6
6/16/1987,189.6,191.29,188.63,191.14
6/17/1987,191.14,192.15,190.74,191.32
6/18/1987,191.32,192.78,190.15,192.37
6/19/1987,192.37,193.2,191.3,192.05
6/22/1987,192.05,193.04,192,192.9
6/23/1987,192.9,193.27,191.07,191.84
6/24/1987,191.84,193.36,191.57,191.9
6/25/1987,191.9,192.87,191.23,191.35
6/26/1987,191.35,191.45,189.32,191.06
6/29/1987,191.06,191.29,190.38,190.7
6/30/1987,190.7,191.1,188.35,189.24
7/1/1987,189.24,190.16,188.88,189.48
7/2/1987,189.54,190.95,189.54,190.38
7/6/1987,190.38,191.17,188.73,189.02
7/7/1987,189.02,189.02,187.4,187.76
7/8/1987,187.76,188.38,186.57,187.38
7/9/1987,187.38,189.4,187.35,187.98
7/10/1987,187.98,188.94,187.79,188.74
7/13/1987,188.74,190.42,188.06,190.42
7/14/1987,190.42,194.99,190.42,194.99
7/15/1987,194.99,196.04,193.7,194.87
7/16/1987,194.87,196.35,194.83,196.04
7/17/1987,196.04,197.3,195.31,195.87
7/20/1987,195.87,195.87,193.77,193.86
7/21/1987,193.86,194.91,192.83,193.2
7/22/1987,193.2,193.82,192.57,193.63
7/23/1987,193.63,193.88,190.46,191.51
7/24/1987,191.51,193.12,191.49,193.02
7/27/1987,193.02,193.37,191.99,193.2
7/28/1987,193.2,194.24,193.2,193.76
7/29/1987,193.76,194.85,193.59,194.73
7/30/1987,194.73,196.75,194.6,196.57
7/31/1987,196.57,197.12,195.83,196.35
8/3/1987,196.35,196.71,194.59,195.24
8/4/1987,195.24,195.99,194.1,195.88
8/5/1987,195.88,198.62,195.88,198.24
8/6/1987,198.24,201.91,198.05,201.87
8/7/1987,201.87,204.71,201.87,203.73
8/10/1987,203.73,206.06,203.1,206.03
8/11/1987,206.03,208.46,206.03,208.39
8/12/1987,208.39,208.59,206.79,207.06
8/13/1987,207.06,207.6,206.14,206.47
8/14/1987,206.47,206.99,205.31,206.46
8/17/1987,206.46,207.13,205.63,206.83
8/18/1987,206.83,206.87,203.31,203.9
8/19/1987,203.9,205.39,203.35,205.39
8/20/1987,205.39,208.98,205.37,208.93
8/21/1987,208.93,210.71,208.88,210.57
8/24/1987,210.57,210.57,208.77,209.48
8/25/1987,209.48,211.56,209.48,210.71
8/26/1987,210.71,211.9,210.5,211.16
8/27/1987,211.16,212.16,210.24,210.63
8/28/1987,210.63,211.02,208.85,208.85
8/31/1987,208.85,209.75,207.65,209.57
9/1/1987,209.57,210.78,206.88,206.89
9/2/1987,206.89,207.36,204.22,205.73
9/3/1987,205.73,207.49,203.68,205.01
9/4/1987,205.01,205.85,203.92,204.06
9/8/1987,204.06,204.11,197.43,199.9
9/9/1987,199.9,201.99,199.83,201.6
9/10/1987,201.6,205.35,201.6,205.16
9/11/1987,205.16,206.9,204.95,206.37
9/14/1987,206.37,207.07,204.34,205.16
9/15/1987,205.16,205.16,201.68,202.26
9/16/1987,202.26,203.44,201.24,201.3
9/17/1987,201.3,202.24,200.71,202.05
9/18/1987,202.05,202.96,201.15,201.68
9/21/1987,201.68,202.22,197.24,197.26
9/22/1987,197.26,201.46,196.13,201.43
9/23/1987,201.43,204.14,201.43,204.07
9/24/1987,204.07,206.18,203.74,204.64
9/25/1987,204.64,205.66,204.05,205.12
9/28/1987,205.12,206.86,204.35,204.62
9/29/1987,204.62,205.12,203.76,204.15
9/30/1987,204.15,205.7,203.68,205.51
10/1/1987,205.51,209.73,205.51,209.71
10/2/1987,209.71,212.23,209.71,212.15
10/5/1987,212.15,213.83,211.41,213.81
10/6/1987,213.81,214.03,208.07,208.07
10/7/1987,208.07,208.07,205.09,206.89
10/8/1987,206.89,207.62,202.49,203.62
10/9/1987,203.62,205.12,202.14,202.46
10/12/1987,202.46,202.46,197.85,199.62
10/13/1987,199.62,202.05,199.01,201.23
10/14/1987,201.23,201.24,196.39,197.49
10/15/1987,197.49,197.49,192.85,193.07
10/16/1987,193.07,193.54,182.96,183.29
10/19/1987,183.29,183.3,155.62,155.65
10/20/1987,155.65,156.76,142.38,143.96
10/21/1987,143.96,160.27,143.96,158.78
10/22/1987,158.78,158.78,149.19,149.99
10/23/1987,149.99,149.99,145.04,145.42
10/26/1987,145.42,145.42,128.21,128.43
10/27/1987,128.43,134.94,128.43,129.87
10/28/1987,129.87,131.95,126.25,131.21
10/29/1987,131.21,144.31,131.21,143.64
10/30/1987,143.64,152.11,143.64,150.07
11/2/1987,150.07,152.51,148.51,152.2
11/3/1987,152.2,152.2,143.78,147.13
11/4/1987,147.13,149.34,143.86,147.95
11/5/1987,147.95,153.6,147.78,153.03
11/6/1987,153.03,154.12,150.57,150.68
11/9/1987,150.68,150.68,145.35,146.49
11/10/1987,146.49,146.49,143.13,143.45
11/11/1987,143.45,147.26,143.45,145.48
11/12/1987,145.48,151.02,145.48,149.85
11/13/1987,149.85,150.95,147.93,147.95
11/16/1987,147.95,150.62,146.73,147.46
11/17/1987,147.46,147.46,142.78,143.57
11/18/1987,143.57,145.54,142.15,144.84
11/19/1987,144.84,145.09,140.9,141.06
11/20/1987,141.06,141.23,137.71,140.84
11/23/1987,140.84,141.84,139.77,141.84
11/24/1987,141.84,145.86,141.84,144.66
11/25/1987,144.66,145.26,143.82,144.99
11/27/1987,145,145,143.23,143.35
11/30/1987,143.35,143.35,133.14,137.12
12/1/1987,137.12,139.37,136.54,137.16
12/2/1987,137.16,138.6,136.16,137.96
12/3/1987,137.96,138.88,132.87,132.95
12/4/1987,132.95,132.95,129.46,130.43
12/7/1987,130.43,133.43,130.43,133.15
12/8/1987,133.15,136.72,133.15,136.69
12/9/1987,136.69,140.41,135.99,139.76
12/10/1987,139.63,141.46,135.41,139.01
12/11/1987,139.01,140.17,138.83,139.82
12/14/1987,139.82,146.35,139.82,146.08
12/15/1987,146.08,148.23,146.08,146.89
12/16/1987,146.89,151.29,146.21,151.06
12/17/1987,151.06,152.79,149.84,149.91
12/18/1987,149.91,154.84,149.91,154.74
12/21/1987,154.74,156.18,154.31,156.02
12/22/1987,156.02,156.06,153.14,155.55
12/23/1987,155.55,158.3,155.55,158.06
12/24/1987,158.06,158.42,157.38,158.18
12/28/1987,158.18,158.18,151.8,152.78
12/29/1987,152.78,154.69,152.57,154.35
12/30/1987,154.35,157.59,154.35,157.29
12/31/1987,157.29,157.29,154.96,156.25
1/4/1988,156.25,162.1,156.25,161.81
1/5/1988,161.81,166.37,161.81,164.28
1/6/1988,164.28,166.74,163.72,166.18
1/7/1988,166.18,168.71,163.93,168.7
1/8/1988,168.7,169.14,158.13,158.2
1/11/1988,158.2,158.88,155.24,158.88
1/12/1988,158.88,159.49,152.15,155.73
1/13/1988,155.73,157,152.8,155.54
1/14/1988,155.54,157.43,155.51,156.04
1/15/1988,156.04,161.38,156.04,159.82
1/18/1988,159.82,159.88,157.93,159.02
1/19/1988,159.02,159.38,156.92,158.01
1/20/1988,158.01,158.02,151.79,152.46
1/21/1988,152.46,153.8,151.57,152.95
1/22/1988,152.95,154.99,152.95,154.35
1/25/1988,154.35,157.85,154.35,157.05
1/26/1988,157.05,157.07,154.79,155.23
1/27/1988,155.23,156.52,154.79,155.43
1/28/1988,155.43,158.01,155.43,157.65
1/29/1988,157.65,159.15,157.26,159.13
2/1/1988,159.13,160.4,158.45,158.62
2/2/1988,158.62,159.04,157.51,158.98
2/3/1988,158.98,159.53,156.13,156.58
2/4/1988,156.58,157.71,156.1,157.38
2/5/1988,157.38,159.26,157.38,158.01
2/8/1988,158.01,158.4,156.66,157.88
2/9/1988,157.88,159.05,157.51,158.93
2/10/1988,158.93,162.49,158.88,162.24
2/11/1988,162.24,163.62,161.94,162.96
2/12/1988,162.96,164.86,162.96,163.93
2/16/1988,163.93,165.7,163.35,165.54
2/17/1988,165.54,167.78,165.54,165.8
2/18/1988,165.8,167.11,165.31,165.75
2/19/1988,165.75,167.34,165.35,167.07
