Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1998-05-28,2819.1,2851.9,2793.3,2828.8,103887816
1998-05-29,2840.5,2865.1,2803.4,2824.6,98221528
1998-06-01,2822.5,2864,2784.1,2821.9,94848568
1998-06-02,2833,2853.2,2791.9,2812.5,104245936
1998-06-03,2822.4,2847.7,2785.6,2802.8,103108088
1998-06-04,2799.8,2832.4,2772.6,2817.1,101871448
1998-06-05,2827.8,2865.5,2808.3,2856.1,98514368
1998-06-08,2860.7,2894.8,2842.3,2868.5,95859392
1998-06-09,2871.3,2911.5,2845.7,2887.6,99426416
1998-06-10,2881.5,2924.8,2842.6,2871.2,107505992
1998-06-11,2871.8,2890,2815,2834.8,110691944
1998-06-12,2833.9,2859.2,2782.5,2833.8,111720416
1998-06-15,2806.7,2843.7,2764.8,2784.3,105108576
1998-06-16,2795.4,2821.9,2753.9,2794.8,117242048
1998-06-17,2810.4,2858.9,2789.7,2827.6,131319560
1998-06-18,2826.8,2851.7,2796.5,2817.7,104159488
1998-06-19,2824.9,2841.7,2791.2,2810.3,126221312
1998-06-22,2813.9,2847.4,2783,2806.6,93770704
1998-06-23,2824,2850.2,2797.1,2826.1,115918976
1998-06-24,2825.9,2864.9,2797.7,2847.2,126115472
1998-06-25,2854.4,2894.9,2823.9,2850.1,118177024
1998-06-26,2854.3,2883.7,2832.8,2855.6,91742000
1998-06-29,2870.5,2908.6,2852.3,2880.6,99556944
1998-06-30,2883.3,2912.2,2846.5,2877.8,133577608
1998-07-01,2893.5,2922.6,2865.7,2904.8,123769216
1998-07-02,2898.9,2919.8,2874.4,2898.2,90006120
1998-07-06,2897.7,2941,2882.6,2923.9,90807016
1998-07-07,2930.3,2965.1,2897.5,2921.2,110236816
1998-07-08,2926.6,2956.3,2901.1,2938.1,107121408
1998-07-09,2932.2,2957,2895.2,2920.8,117065640
1998-07-10,2920.8,2947.6,2885.2,2920.2,101626240
1998-07-13,2920.1,2947.8,2893.5,2917.6,101414552
1998-07-14,2917.8,2981,2916.7,2959.3,123539888
1998-07-15,2959.2,2994.2,2917.4,2941.1,127703160
1998-07-16,2940.9,2974.3,2902.4,2955.2,119570664
1998-07-17,2954.8,2983,2924.2,2947.4,109026632
1998-07-20,2947.6,2974.9,2904.8,2937.6,98891888
1998-07-21,2937.5,2960.8,2885.4,2903.4,116377640
1998-07-22,2902.7,2934.7,2857,2896,130508080
1998-07-23,2896.3,2918.6,2828.6,2843.4,130825616
1998-07-24,2859.6,2881.4,2791.8,2831.5,123239984
1998-07-27,2821.3,2870.7,2792.6,2851.2,109372400
1998-07-28,2838.5,2863.1,2780.2,2822.5,124122040
1998-07-29,2833.9,2853.8,2779,2800.4,113669744
1998-07-30,2812.7,2861.4,2792.8,2835.8,121264192
1998-07-31,2837.1,2858.7,2762.2,2786.1,113944944
1998-08-03,2784,2811.1,2738.6,2763.8,109444728
1998-08-04,2780.4,2795.8,2663.1,2673.8,150407120
1998-08-05,2678.1,2721.9,2622.4,2686.8,150230704
1998-08-06,2678.1,2721.8,2648.5,2692.1,135553408
1998-08-07,2699.1,2746.3,2661.4,2702.3,133912792
1998-08-10,2698.5,2732.6,2665.3,2693.5,102173112
1998-08-11,2654.7,2681.5,2608.1,2659.3,136611856
1998-08-12,2674.7,2721.1,2651.3,2697.2,125550960
1998-08-13,2690.8,2720.2,2640.3,2658.5,116554048
1998-08-14,2679.4,2711.1,2623.6,2649.2,113613288
1998-08-17,2642.7,2707.1,2625.9,2691.6,103090440
1998-08-18,2696.9,2750.5,2679.5,2733.4,121828704
1998-08-19,2740.8,2760.4,2695.3,2716.1,111778632
1998-08-20,2702.6,2736.4,2674.3,2697.4,109661712
1998-08-21,2696.9,2700.2,2606.3,2674.1,128020696
1998-08-24,2686.1,2720.2,2648.1,2686.7,98454392
1998-08-25,2704.8,2740.9,2667.4,2696.2,117294976
1998-08-26,2667.5,2706.5,2630.4,2664.9,118917944
1998-08-27,2626.8,2650.2,2536.4,2569.4,165578368
1998-08-28,2579.4,2620.2,2516.2,2551.6,148237280
1998-08-31,2559.6,2588.8,2413.9,2432.3,161856112
1998-09-01,2435.3,2521.6,2366.9,2485.3,214620336
1998-09-02,2499.2,2538.3,2433.7,2457.5,157816336
1998-09-03,2431.1,2471.6,2368.4,2421.6,155328960
1998-09-04,2435.6,2464.5,2359.2,2411,137652672
1998-09-08,2492.1,2543.4,2444.2,2518.2,143738816
1998-09-09,2514.4,2546.7,2452,2479.2,124245520
1998-09-10,2434.8,2460.9,2378.1,2420.2,155293680
1998-09-11,2410.2,2491.1,2385.5,2469.1,144497392
1998-09-14,2510.1,2567.5,2488.6,2532.2,126027264
1998-09-15,2525.9,2584.8,2499.1,2565.6,127826648
1998-09-16,2576.7,2610.8,2534.6,2586.4,140686928
1998-09-17,2535.9,2567.4,2496.4,2529.5,122516704
1998-09-18,2543.7,2569.7,2496.7,2536.1,140192976
1998-09-21,2497.1,2563.8,2466.2,2540.8,107588896
1998-09-22,2556.3,2588.3,2513.7,2551.9,122587272
1998-09-23,2573.5,2632.5,2543.6,2617.6,158716032
1998-09-24,2609.5,2637.9,2538.8,2567,142168768
1998-09-25,2543.9,2601.6,2519.4,2566.2,129978848
1998-09-28,2586,2622.6,2548.3,2582.8,121811064
1998-09-29,2590.4,2621.4,2532.7,2571.4,134089200
1998-09-30,2557.5,2583.7,2481.9,2510.7,141145600
1998-10-01,2484.6,2516.4,2420.2,2451,158716032
1998-10-02,2455.8,2525,2418.6,2498.1,159280544
1998-10-05,2490.1,2524.9,2421,2484.1,144215136
1998-10-06,2485.5,2544.3,2452.4,2485.9,149189888
1998-10-07,2490,2532.5,2420.6,2471.1,172352512
1998-10-08,2427.6,2481.2,2358.7,2450.7,196626528
1998-10-09,2469.7,2521.9,2406.2,2484.7,154905568
1998-10-12,2520.1,2554.6,2468.9,2494.1,121916912
1998-10-13,2492,2528.3,2438.5,2480.6,129361416
1998-10-14,2481,2552.9,2455.3,2508.6,139575552
1998-10-15,2504.1,2637.7,2482.8,2614,165401968
1998-10-16,2643.6,2695.1,2591.9,2650.1,183854448
1998-10-19,2648.8,2708.1,2614.6,2666.9,130296384
1998-10-20,2684.6,2738.8,2629.3,2661.9,169036016
1998-10-21,2662.6,2700.4,2608.5,2652.5,131443048
1998-10-22,2652.2,2696.9,2604.6,2665.4,133171864
1998-10-23,2665.5,2687.4,2612.6,2642.8,112486040
1998-10-26,2649.3,2674.1,2605.1,2630.5,107594184
1998-10-27,2647.6,2677.4,2597.2,2619.1,134865408
1998-10-28,2620.9,2658.9,2588.4,2620.3,119517736
1998-10-29,2619.9,2668.5,2594,2649.7,123381112
1998-10-30,2673.7,2728.6,2645.9,2692.3,138481808
1998-11-02,2707.8,2760,2683.9,2732,132977816
1998-11-03,2733,2764.6,2695.9,2729.4,124245520
1998-11-04,2756,2796.9,2708.5,2741.7,151906608
1998-11-05,2741.7,2792.1,2711,2776.2,135870944
1998-11-06,2772.5,2815.1,2745.7,2789.1,120505632
1998-11-09,2786.1,2803.5,2736,2763.2,104609328
1998-11-10,2762,2799,2718.6,2752.1,118423992
1998-11-11,2763.4,2782.2,2710.3,2731.8,126256600
1998-11-12,2730.2,2768.8,2702.4,2733.9,116836304
1998-11-13,2741,2780.8,2719,2758.7,106246416
1998-11-16,2758.2,2813.5,2747.8,2790.1,108594432
1998-11-17,2784,2831,2744.8,2786,124404296
1998-11-18,2786.7,2825.4,2758,2808,115109248
1998-11-19,2812.3,2835.2,2772.9,2803.7,118371072
1998-11-20,2829.3,2854.7,2794.3,2830,127226856
1998-11-23,2845.6,2899.5,2818.3,2881.6,136558944
1998-11-24,2874.5,2924.4,2842.5,2878.3,135165296
1998-11-25,2875.3,2903.5,2842,2876.1,102949312
1998-11-27,2880,2904.9,2859.9,2882.4,45328536
1998-11-30,2871.67,2888.88,2805.69,2821.52,121352400
1998-12-01,2803.28,2858.9,2773.94,2830.64,139222736
1998-12-02,2809,2851.55,2776.11,2826.03,128320592
1998-12-03,2817.28,2843.61,2761.46,2776.97,140969184
1998-12-04,2799.92,2841.74,2773.79,2815.21,125198136
1998-12-07,2830.94,2869.15,2799.23,2836.9,118406352
1998-12-08,2830.59,2870.34,2789.76,2825.56,128373520
1998-12-09,2823.84,2854.9,2776.57,2812.47,122463784
1998-12-10,2812.47,2823.69,2750.51,2765.6,132060488
1998-12-11,2808.21,2808.21,2707.02,2747.21,121528808
1998-12-14,2733.11,2764.81,2684.54,2709.24,130860896
1998-12-15,2716.54,2758.85,2680.84,2738.83,137229296
1998-12-16,2747.01,2773.29,2699.48,2733.45,127985416
1998-12-17,2732.87,2800.96,2718.22,2777.26,130437512
1998-12-18,2778.28,2822.11,2748.94,2792.6,148113792
1998-12-21,2792.97,2860.57,2778.87,2813.83,131390128
1998-12-22,2812.79,2852.34,2777.44,2823.94,120046968
1998-12-23,2833.65,2882.81,2809.93,2861.31,123045936
1998-12-24,2861.12,2885.82,2840.9,2861.54,43569728
1998-12-28,2868.96,2895.34,2831.73,2858.85,93772472
1998-12-29,2857.81,2903.08,2836.36,2882.25,103462672
1998-12-30,2880.3,2914.67,2851.6,2882.71,104826320
1998-12-31,2880.15,2914.17,2838.78,2870.83,126874032
1999-01-04,2874.43,2927.64,2833.4,2864.72,154711520
1999-01-05,2868.22,2931.14,2844.5,2899.68,136717712
1999-01-06,2928.18,2992.92,2907.02,2971.57,174098976
1999-01-07,2942.13,2999.04,2913.29,2969.62,152241776
1999-01-08,2992.28,3039.13,2941.49,2995.83,165437248
1999-01-11,2985.13,3020.83,2929.95,2972.8,144303328
1999-01-12,2965.75,2994.5,2906.83,2931.78,141163232
1999-01-13,2858.45,2942.67,2832.52,2899.9,164325856
1999-01-14,2891.98,2911.07,2807.32,2831.53,140634000
1999-01-15,2857.37,2911.56,2830.2,2891.69,140792784
1999-01-19,2907.12,2938.04,2841.89,2897.51,138570016
1999-01-20,2904.85,2948.89,2846.47,2880.4,159774496
1999-01-21,2888.84,2925.61,2832.71,2867.58,153794192
1999-01-22,2841,2882.42,2798.69,2837.08,138640576
1999-01-25,2838.14,2886.86,2801.7,2862.05,127703160
1999-01-26,2865.36,2918.81,2833.95,2889.32,158133872
1999-01-27,2901.75,2929.56,2828.3,2849.04,157675216
1999-01-28,2855.3,2898.69,2821.13,2861.49,149736768
1999-01-29,2871.87,2928.38,2826.3,2899.26,161767920
1999-02-01,2911.51,2947.85,2865.65,2895.44,141022112
1999-02-02,2896.95,2911.91,2830.54,2870.58,149154608
1999-02-03,2867.53,2921.42,2838.14,2892.23,154623312
1999-02-04,2897.06,2935.23,2839.32,2878.42,150724656
1999-02-05,2881.38,2923.79,2835.47,2882.27,153829472
1999-02-08,2882.32,2918.81,2831.09,2876.5,124439576
1999-02-09,2871.67,2898.05,2813.58,2832.1,129837720
1999-02-10,2831.73,2868.76,2792.82,2834.14,127262136
1999-02-11,2832.22,2898.35,2802.29,2873.79,143915232
1999-02-12,2867.03,2891.15,2806.73,2836.21,121987480
1999-02-16,2853.62,2891.69,2815.11,2847.9,115329768
1999-02-17,2835.71,2899.7,2805.83,2840.19,129678952
1999-02-18,2849.56,2889.37,2815.15,2860.65,130966744
1999-02-19,2857.27,2901.81,2831.37,2871.08,123486960
1999-02-22,2876.62,2952.35,2857.58,2935.47,126750544
1999-02-23,2931.69,2964.6,2891.44,2927.81,137793808
1999-02-24,2938.75,2984.1,2888.87,2907.84,137952576
1999-02-25,2907.29,2920.86,2843.16,2890.23,130631568
1999-02-26,2896.04,2921.73,2838.8,2876.11,138411248
1999-03-01,2875.7,2911.99,2832.17,2878.3,123398760
1999-03-02,2895.88,2938.27,2853.63,2883.14,132942536
1999-03-03,2886.91,2914.44,2841.92,2876.92,132607352
1999-03-04,2889.1,2947.47,2864.43,2921.17,135994432
1999-03-05,2964.69,3010.31,2938.95,2990.38,147284656
1999-03-08,2989.07,3017.31,2949.82,2980.03,126062544
1999-03-09,2971.87,3017.98,2935.16,2968.93,141780672
1999-03-10,2978.59,3018.14,2946.62,2987.73,148519536
1999-03-11,2997.33,3045.56,2964.54,3009.54,159615712
1999-03-12,3015.2,3064.53,2969.96,3012.64,145679328
1999-03-15,3018.35,3075.04,2994.02,3050.88,128285312
1999-03-16,3052.99,3082.73,3015.14,3041.68,132642640
1999-03-17,3040.81,3067.66,2994.13,3023.38,132713200
1999-03-18,3021.34,3093.58,3000.89,3070.99,146596672
1999-03-19,3092.75,3106.8,3015.76,3030.84,161362160
1999-03-22,3030.32,3061.77,2985.3,3014.68,116113024
1999-03-23,3004.92,3022.94,2927.26,2952.33,143121392
1999-03-24,2958.76,3001.1,2916.42,2962.48,134406736
1999-03-25,2981.37,3036.26,2956.59,3009.41,138340672
1999-03-26,2998.31,3029.76,2958.76,2992.94,124757112
1999-03-29,3006.11,3065.75,2985.92,3035.02,131937000
1999-03-30,3034.84,3062.25,2982.56,3021.24,128602848
1999-03-31,3033.73,3056.87,2962.63,2981.06,163055696
1999-04-01,2992.27,3029.34,2955.25,2996.4,124016192
1999-04-05,3015.4,3067.55,2990.31,3041.56,122746040
1999-04-06,3035.59,3071.58,2991.24,3021.47,138922832
1999-04-07,3034.56,3077.52,2984.73,3044.81,144021072
1999-04-08,3047.21,3101.32,3010.03,3071.99,150036656
1999-04-09,3065.75,3111.13,3027.95,3074.37,126327160
1999-04-12,3050.46,3124.87,3024.8,3102.51,143033184
1999-04-13,3102.06,3146.56,3061.2,3103.6,143050832
1999-04-14,3111.75,3200.82,3051.65,3124.97,167942272
1999-04-15,3124.97,3209.91,3066.31,3140.59,192251552
1999-04-16,3149.46,3206,3101.97,3165.22,176815680
1999-04-19,3191.65,3287.93,3120.23,3166.91,214232240
1999-04-20,3171.89,3222.95,3096.09,3162.57,173834352
1999-04-21,3171.15,3235.68,3125.35,3197.63,162297152
1999-04-22,3232.95,3285.8,3170.2,3235.42,163690784
1999-04-23,3217.79,3271.85,3176.99,3222.37,131407768
1999-04-26,3228.16,3271.74,3182.36,3234.24,125603880
1999-04-27,3247.58,3301.69,3203.05,3257.85,157304752
1999-04-28,3251.98,3327.12,3213.68,3271.27,167889360
1999-04-29,3277.69,3338.59,3232.9,3285.45,177045024
1999-04-30,3299.11,3347.12,3218.79,3270.37,165207920
1999-05-03,3269.48,3352.49,3242.9,3330.28,143139024
1999-05-04,3330.22,3378.97,3272.9,3308.48,164608112
1999-05-05,3312.48,3357.17,3253.74,3324.64,161150480
1999-05-06,3311.59,3362.54,3260.58,3323.01,154429264
1999-05-07,3328.83,3376.57,3287.29,3342.26,143756464
1999-05-10,3335.19,3383.35,3294.66,3333.58,136417808
1999-05-11,3344.48,3387.08,3298.4,3344.58,147496352
1999-05-12,3339.03,3384.95,3278.38,3344.13,145626416
1999-05-13,3360.6,3410.15,3310.68,3366.13,140581088
1999-05-14,3322.69,3356.22,3272.88,3305.5,128391160
1999-05-17,3294.39,3331.55,3242.44,3297.22,117400816
1999-05-18,3301.41,3337.13,3243.67,3293.23,132907256
1999-05-19,3293.18,3338.38,3247.86,3298.42,141322000
1999-05-20,3299.94,3346.15,3266.72,3301.03,132695560
1999-05-21,3303.8,3334.35,3253.95,3283.85,121123072
1999-05-24,3283.63,3318.59,3210.73,3240.58,133136584
1999-05-25,3240.63,3295.16,3197.47,3215.68,145838096
1999-05-26,3228.02,3287.22,3178.22,3251.23,153617776
1999-05-27,3238.94,3267.4,3156.41,3184.46,143139024
1999-05-28,3189.34,3250.28,3163.53,3215.1,114659408
1999-06-01,3214.05,3261.8,3157.84,3224.93,120629120
1999-06-02,3220.85,3251.25,3157.1,3211.72,128426440
1999-06-03,3219.26,3261.46,3182.74,3229.64,126944600
1999-06-04,3240.31,3294.58,3205.71,3270.65,122516704
1999-06-07,3271.56,3327.08,3237.7,3299.04,117189128
1999-06-08,3288.51,3313.02,3232.71,3259.87,120999584
1999-06-09,3260.1,3286.47,3209.22,3236.34,116783384
1999-06-10,3219.38,3252.95,3168.56,3214.16,126397728
1999-06-11,3215.01,3253.97,3154.86,3187.19,123169424
1999-06-14,3187.44,3250.06,3166.86,3206.05,118088816
1999-06-15,3215.41,3258.11,3179.56,3213.76,122887168
1999-06-16,3243.88,3301.67,3213.42,3262.6,142327536
1999-06-17,3249.1,3298.62,3214.61,3263.93,123539888
1999-06-18,3272.63,3306.21,3234.97,3265.83,161326896
1999-06-21,3269.97,3304,3217.73,3258.98,121123072
1999-06-22,3245.41,3281.62,3209.45,3237.64,126397728
1999-06-23,3230.49,3257.15,3188.52,3221.99,129096800
1999-06-24,3213,3243.88,3153.27,3183.87,121793424
1999-06-25,3193.23,3229.08,3159.88,3179.84,109984544
1999-06-28,3202.3,3255.05,3176.73,3217.22,115179816
1999-06-29,3217.73,3264.24,3189.77,3246.88,144673792
1999-06-30,3241.38,3315.34,3191.19,3262.99,197049904
1999-07-01,3262.48,3324.08,3228.45,3295.72,148784144
1999-07-02,3302.04,3348.24,3276.32,3322.69,108239856
1999-07-06,3316.59,3361.74,3280.57,3316.14,127526752
1999-07-07,3314.09,3350.9,3273.88,3324.42,139575552
1999-07-08,3324.3,3348.86,3264.41,3307.91,146526096
1999-07-09,3308.03,3345.01,3279.95,3316.87,123663368
1999-07-12,3324.08,3349.94,3285.28,3316.45,120893736
1999-07-13,3296.17,3337.58,3266.17,3306.41,129837720
1999-07-14,3306.86,3340.64,3272.35,3304.96,133383560
1999-07-15,3316.99,3348.75,3277.46,3307.2,144444464
1999-07-16,3307.46,3339.67,3272.12,3311.77,125974344
1999-07-19,3313.98,3356.18,3278.42,3322.72,113313408
1999-07-20,3310.29,3349.99,3254.74,3282.27,133154224
1999-07-21,3281.86,3329.37,3247.62,3284.89,138570016
1999-07-22,3284.77,3323.97,3228.57,3271.09,136135552
1999-07-23,3271.92,3299.96,3229.25,3255.5,111240584
1999-07-26,3255.5,3262.64,3237.5,3247.17,108218688
1999-07-27,3247.17,3282.55,3247.11,3272.37,127685520
1999-07-28,3272.37,3279.03,3256.7,3266.74,121881632
1999-07-29,3266.09,3266.09,3198.7,3212.67,135853296
1999-07-30,3212.67,3247,3166.22,3187.75,129978848
1999-08-02,3187.75,3246.49,3160.13,3195.54,114587072
1999-08-03,3195.54,3238.12,3157.57,3194.38,130472792
1999-08-04,3193.9,3246.83,3161.04,3184.25,139240368
1999-08-05,3183.8,3236.19,3142.78,3208.32,151589072
1999-08-06,3207.6,3232.78,3148.58,3182.43,123292912
1999-08-09,3182.43,3222.82,3146.08,3182.46,120717328
1999-08-10,3181.83,3205.93,3110.58,3153.82,147514000
1999-08-11,3152.41,3206.1,3127.37,3175.38,139769600
1999-08-12,3174.76,3222.71,3143.64,3172.31,131531256
1999-08-13,3172.16,3237.33,3170.94,3213.21,122022760
1999-08-16,3212.56,3250.85,3179.6,3230.06,102944016
1999-08-17,3230.34,3266.29,3198.26,3242.34,121987480
1999-08-18,3240.71,3258.34,3189.62,3212.43,120452712
1999-08-19,3212.31,3233.4,3162.2,3209.64,120699688
1999-08-20,3209.6,3260.64,3188.47,3239.91,116642256
1999-08-23,3239.92,3300.73,3230.29,3285.82,120417432
1999-08-24,3285.41,3322.39,3246.19,3293.3,129255568
1999-08-25,3292.31,3351.02,3253.9,3323.43,152524032
1999-08-26,3323.22,3338.06,3257.13,3274.41,126838752
1999-08-27,3274.41,3299.47,3222.28,3244.54,100562496
1999-08-30,3243.91,3267.67,3183,3195.15,105475504
1999-08-31,3194.2,3238.47,3140.95,3168.42,152012448
1999-09-01,3167.74,3220.21,3150.51,3195.96,124933520
1999-09-02,3195.78,3196.85,3118.88,3169.06,121211272
1999-09-03,3186.85,3258.22,3186.85,3237.08,116995072
1999-09-07,3236.7,3259.2,3177.47,3210.3,126186032
1999-09-08,3210.19,3239.73,3161.22,3201.37,139575552
1999-09-09,3201.25,3247.22,3155.23,3218.45,136523664
1999-09-10,3219.03,3260.41,3184.15,3207.85,142627440
1999-09-13,3207.13,3241.52,3165.37,3204.02,116060104
1999-09-14,3203.73,3215.89,3145.73,3177.29,129573104
1999-09-15,3177.88,3220.72,3139.56,3156.96,138887552
1999-09-16,3155.93,3168.42,3083.98,3121.13,130366952
1999-09-17,3120.96,3174.87,3103.45,3138.99,152047728
1999-09-20,3138.9,3170.09,3103.45,3134.67,100200848
1999-09-21,3134.67,3134.67,3047.86,3073.58,144179840
1999-09-22,3073.49,3103.42,3019.29,3054.54,145044256
1999-09-23,3054.77,3091.09,2981.27,3000.86,157145984
1999-09-24,3000.86,3036.22,2950.22,2989.94,153970592
1999-09-27,2989.94,3042.96,2962.44,2989.19,137705600
1999-09-28,2988.24,3016.75,2918.02,2979.49,156193360
1999-09-29,2979.43,3028.74,2946.42,2980.87,151006912
1999-09-30,2980.81,3050.11,2962.09,3013.01,179514752
1999-10-01,3012.76,3041.81,2948.96,2998.87,158098592
1999-10-04,2998.87,3084.09,2989.16,3048.61,141710112
1999-10-05,3048.61,3099.93,3002.53,3048.29,170359088
1999-10-06,3048.14,3111.91,3027.01,3088.73,157922176
1999-10-07,3088.73,3125.74,3046.13,3077.87,146032160
1999-10-08,3077.81,3143.54,3051.32,3107.88,158292656
1999-10-11,3107.71,3138.24,3060.59,3089.07,115707280
1999-10-12,3089.19,3097.74,3012.55,3033.55,137299856
1999-10-13,3032.9,3060.13,2970.73,2993.31,144920768
1999-10-14,2993.19,3043.6,2948.99,3006.96,157410592
1999-10-15,3007.08,3007.08,2904.83,2937.95,160991712
1999-10-18,2937.84,2990.66,2901.78,2959.96,144426816
1999-10-19,2960.19,3037.38,2944.81,2973.24,159774496
1999-10-20,2972.77,3034.55,2934.56,2995.96,163849552
1999-10-21,2995.66,3009.61,2913.53,2977.53,178615072
1999-10-22,2977.18,3053.22,2969.69,3021.48,169212416
1999-10-25,3021.07,3044.75,2959.84,3000.65,137070528
1999-10-26,3000.77,3037.78,2956.39,2984.84,154940848
1999-10-27,2984.5,3063.93,2961.11,3032.88,167607104
1999-10-28,3033.08,3127.81,3033.08,3100.65,200242912
1999-10-29,3100.78,3177.41,3087.09,3130.23,197667360
1999-11-01,3130.4,3131.02,2918.7,3096.19,151888960
1999-11-02,3097.15,3097.15,2908.97,3084.8,159562800
1999-11-03,3084.75,3091.45,2902.41,3091.45,161309248
1999-11-04,3092.07,3143.11,3058.42,3091,173181648
1999-11-05,3091.06,3158.08,3084.24,3108.64,177697744
1999-11-08,3101.23,3150.3,3066.26,3114.84,142327536
1999-11-09,3113.55,3143.48,3050.53,3083,150707008
1999-11-10,3081.69,3115.24,3034.47,3079,173710864
1999-11-11,3080.01,3115.41,3046.87,3083.25,157234176
1999-11-12,3082.58,3155.03,3065.36,3132.6,158804240
1999-11-15,3131.27,3164.09,3088.01,3122.17,140369392
1999-11-16,3122.43,3182.26,3100.02,3160.55,166213456
1999-11-17,3159.94,3180.73,3102.22,3129.24,169353552
1999-11-18,3130.09,3159.96,3128.88,3156.36,180432096
1999-11-19,3155.87,3178.93,3106.5,3138.01,157675216
1999-11-22,3138.64,3176.45,3090.1,3139.59,154094080
1999-11-23,3139.73,3142.55,3115.69,3119.44,163373264
1999-11-24,3120.08,3120.82,3101.2,3113.18,129626024
1999-11-26,3113.01,3119.24,3102.11,3103.57,55061072
1999-11-29,3102.87,3103.16,3074.21,3086.44,152788656
1999-11-30,3085.99,3118.73,3081.36,3083.49,167854048
1999-12-01,3083.24,3104.02,3079.19,3097.77,155946384
1999-12-02,3097.15,3117.04,3095.68,3109.94,158892432
1999-12-03,3111.24,3180.14,3110.84,3165.46,177538976
1999-12-06,3165.39,3165.44,3137.84,3146.24,161732640
1999-12-07,3145.08,3153,3111.01,3111.07,191545920
1999-12-08,3110.56,3130.51,3099.12,3099.17,168824320
1999-12-09,3100.08,3128.26,3084.52,3101.33,197949616
1999-12-10,3101.89,3137.78,3099.51,3125.78,174151904
1999-12-13,3123.93,3130.63,3113.35,3117.77,172458368
1999-12-14,3118.28,3130.01,3108.59,3113.72,181314144
1999-12-15,3113.46,3142.04,3105.54,3133.11,182390240
1999-12-16,3132.94,3135.75,3110.62,3134.18,188811552
1999-12-17,3136.83,3171.43,3136.83,3142.46,238118144
1999-12-20,3141.92,3154.69,3106.67,3114,159580432
1999-12-21,3113.91,3132.26,3098.95,3120.48,169970976
1999-12-22,3120.28,3133.75,3114.76,3122.06,149948448
1999-12-23,3121.78,3183.27,3121.78,3175.8,128532288
1999-12-27,3176.7,3205.76,3176.65,3183.5,127473824
1999-12-28,3183.16,3211.73,3180.09,3203.45,115619080
1999-12-29,3202.86,3215.17,3190.74,3201.93,100176152
1999-12-30,3201.87,3222.41,3201.76,3203.93,97851072
1999-12-31,3204.04,3240.92,3171.39,3214.38,65986140
2000-01-03,3215,3249.48,3123.71,3170.2,164378784
2000-01-04,3168.77,3168.83,3088.83,3090.91,177997632
2000-01-05,3089.34,3152.76,3081.1,3133.61,191492992
2000-01-06,3131.91,3227.78,3090.67,3177.96,192692576
2000-01-07,3176.83,3277.45,3147.64,3242.06,216137472
2000-01-10,3243.88,3304.7,3209.51,3251.86,187841312
2000-01-11,3251.18,3299.41,3204.93,3230.85,178879680
2000-01-12,3230.52,3295.6,3196.03,3242.31,171929136
2000-01-13,3243.62,3295.09,3192.1,3242.06,181772800
2000-01-14,3248.83,3320.75,3216.4,3271.9,191563552
2000-01-18,3271.21,3271.38,3226.07,3229.2,186412384
2000-01-19,3224.53,3274.43,3167.98,3216.94,191898736
2000-01-20,3217.48,3270.51,3139.19,3193.64,194174416
2000-01-21,3194.55,3202.09,3174.71,3179.81,213420752
2000-01-24,3179.85,3241.94,3079.96,3120.3,196838224
2000-01-25,3120.3,3137.03,3079.05,3103.17,189411360
2000-01-26,3102.43,3175.72,3061.01,3113.7,197102848
2000-01-27,3114.17,3175.37,3051.28,3103.6,199255024
2000-01-28,3103.31,3130.03,3008.44,3036.26,193310016
2000-01-31,3035.69,3121.13,2995.78,3086.09,175316208
2000-02-01,3085.53,3108.58,3072.24,3101.96,173058160
2000-02-02,3101.15,3156.84,3056.04,3099.08,183219376
2000-02-03,3100.12,3160.58,3049.98,3110.58,202254016
2000-02-04,3110.58,3158.75,3056.17,3088.04,184366016
2000-02-07,3087.98,3124.97,3024.16,3065.74,161961984
2000-02-08,3064.9,3132.31,3044.52,3084.99,184824704
2000-02-09,3082.86,3109.77,3012.06,3027.37,185318656
2000-02-10,3026.94,3066.31,2960.74,2999.48,186782848
2000-02-11,2998.38,3032.93,2912.97,2947.49,180943696
2000-02-14,2946.94,3015.76,2919.01,2973.18,163584944
2000-02-15,2973.24,3040.73,2929.09,3006.7,192657312
2000-02-16,3005.54,3010.46,2976.71,2976.71,179726448
2000-02-17,2977.51,3033.68,2923.42,2967.62,182549008
2000-02-18,2967.62,2985.17,2866.93,2896.23,183872080
2000-02-22,2896.29,2956.38,2842.61,2912.74,172881744
2000-02-23,2910.39,2948.64,2847.04,2886.11,175298576
2000-02-24,2889.2,2911.02,2781.92,2839.69,214338080
2000-02-25,2839.34,2872.03,2754.53,2781.69,187911872
2000-02-28,2780.19,2857.69,2776.65,2830.4,181084816
2000-02-29,2830.57,2903.97,2794.16,2853.08,212450480
2000-03-01,2852.69,2910.39,2798.69,2854.78,224763920
2000-03-02,2854.33,2906.38,2804.48,2851.85,211444960
2000-03-03,2852.99,2960.11,2842.67,2909.48,202924352
2000-03-06,2907.95,2911.15,2831.95,2845.14,181525840
2000-03-07,2850.15,2856.72,2743.01,2751.55,231820320
2000-03-08,2750.95,2827.65,2704.99,2774.89,212221168
2000-03-09,2774.55,2799.81,2748.51,2799.81,198108368
2000-03-10,2799.4,2859.99,2749.92,2793.04,200895648
2000-03-13,2789.33,2843.3,2722.59,2799.86,179250160
2000-03-14,2801.81,2849.55,2746.79,2768.48,192992480
